,0,1,2,3,4,5,6,7,8,9
0,0.9135091414177853,0.8277855622844493,0.8012590431813605,0.10996687012307393,0.7096654901822974,0.22668209882952794,0.003113806541361175,0.1225964037096664,0.1635863178390632,0.29738169340432274
1,0.1874233198648898,0.8597996716630665,0.5200380633619778,0.3052685325423009,0.4581849788900262,0.911879430949193,0.9384130570686806,0.4069639470199975,0.6703852288139452,0.7564445366058582
2,0.35215739481919195,0.5694258650683872,0.29545461830376407,0.2865987086302837,0.5973725259643865,0.062063515009031844,0.7630989760254971,0.2848539890149483,0.5565119619260833,0.7159699525476935
3,0.4669793281213306,0.23316200152261102,0.6732521922000838,0.4150407492853144,0.9269568568498832,0.5213443298690759,0.8332319074955594,0.7624868979477164,0.0732746104635239,0.3508168507420869
4,0.7607540611018319,0.3577934781761982,0.04892971914234856,0.20325403213961712,0.7088765068729699,0.5580301523234471,0.86832890859369,0.6892649657976418,0.24378998984193323,0.854450321886005
5,0.8552919590766243,0.021173314126042175,0.28484357607892496,0.8417339197706724,0.48877526489475676,0.8495831245366913,0.39658411099420776,0.14287449643179462,0.8293540768153184,0.9979738875265164
6,0.6592234664015703,0.12530764229490476,0.8091805781307146,0.44986744467173045,0.1167756293665726,0.7496359020573545,0.9210245694555056,0.5610848723055643,0.6278825346370767,0.3185283389959265
7,0.5889008807896353,0.65955065084547,0.14716034482218754,0.23027568992253988,0.11017773524248531,0.6977540366133024,0.19215787927760153,0.7680826743809323,0.7685005381007746,0.31903162482124814
8,0.24971512955317376,0.32793907686324153,0.965723957304833,0.7884074900910059,0.4851346559082804,0.23893291609976663,0.18899476843852037,0.5351064121363337,0.3783324829401159,0.47332955956100364
9,0.5555500085617758,0.21527146140960585,0.1545409390555229,0.9436631072751095,0.04603231226301274,0.7469820682244972,0.4730051660142741,0.12519022597530538,0.32298293706252845,0.5595823959881363
10,0.6421319350305325,0.809659287847616,0.12342035812701257,0.981323841792046,0.5051552958242493,0.06421653908243186,0.5096289287629687,0.593495191244726,0.9634046159244198,0.7512157796481956
11,0.10235060177879363,0.19756547133746694,0.3241244664892984,0.8152468823099934,0.5401669734172078,0.4959267540363389,0.1532208030503298,0.8443324290289882,0.5538391829484579,0.9644655651350987
